,id_name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,proportion_of_max_diameter_to_earth
249,3773659-(2017 FQ128),0,127.2198785394,284.4722965033,1995-02-17,1995-02-17 13:41:00,Earth,9.9943074343,599.658446059365,Near Earth asteroid orbits similar to that of 2062 Aten,3773659,(2017 FQ128),2.2325560861976142e-05
250,2085953-85953 (1999 FK21),0,637.6097898754,1425.7388332807,1995-02-17,1995-02-17 19:57:00,Earth,17.4552791428,1047.3167485668482,Near Earth asteroid orbits similar to that of 1221 Amor,2085953,85953 (1999 FK21),0.0001118928608758986
251,3403074-(2008 CC175),0,146.0679642714,326.6178974458,1995-02-17,1995-02-17 21:01:00,Earth,31.0132588114,1860.79552868646,Near Earth asteroid orbits similar to that of 1221 Amor,3403074,(2008 CC175),2.563317355562706e-05
252,3451019-(2009 EF3),0,133.2155666981,297.8790627982,1995-02-17,1995-02-17 10:53:00,Earth,10.6494801248,638.9688074865784,Near Earth asteroid orbits similar to that of 2062 Aten,3451019,(2009 EF3),2.337773212982263e-05
253,3766092-(2016 YE3),0,175.6123184804,392.6810818086,1995-02-18,1995-02-18 20:13:00,Earth,6.1085229744,366.511378465855,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3766092,(2016 YE3),3.0817852912305764e-05
254,3177202-(2004 FH),0,19.2555078188,43.0566244241,1995-02-18,1995-02-18 00:44:00,Earth,6.0289665944,,Near Earth asteroid orbits similar to that of 1221 Amor,3177202,(2004 FH),3.379110377028724e-06
255,3371135-(2007 EF88),0,55.5334911581,124.1766612574,1995-02-18,1995-02-18 11:15:00,Earth,8.4036934568,,An asteroid orbit contained entirely within the orbit of the Eart,3371135,(2007 EF88),9.745460779893266e-06
256,3703545-(2015 AJ44),0,92.1626548503,206.0819612321,1995-02-18,1995-02-18 15:01:00,Earth,11.2173481564,673.0408893845932,An asteroid orbit contained entirely within the orbit of the Eart,3703545,(2015 AJ44),1.6173439117257888e-05
257,3776085-(2017 MA5),0,19.2555078188,43.0566244241,1995-02-18,1995-02-18 07:59:00,Earth,9.0552146724,543.312880345155,Near Earth asteroid orbits similar to that of 2062 Aten,3776085,(2017 MA5),3.379110377028724e-06
258,3843636-(2019 QZ3),0,29.1443904535,65.1688382168,1995-02-18,1995-02-18 16:05:00,Earth,7.5756500407,454.5390024424833,Near Earth asteroid orbits similar to that of 1221 Amor,3843636,(2019 QZ3),5.114490520860147e-06
259,3647013-(2013 QP48),0,7.3207398935,16.3696720474,1995-02-15,1995-02-15 09:40:00,Earth,23.4100298231,1404.6017893872183,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3647013,(2013 QP48),1.2847019343431174e-06
260,3314405-(2006 BX139),0,242.4124811008,542.0507863358,1995-02-15,1995-02-15 02:13:00,Earth,3.089003928,185.34023567712663,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3314405,(2006 BX139),4.254047922899074e-05
261,3702321-(2014 YF),0,76.6575573531,171.4115092306,1995-02-15,1995-02-15 01:46:00,Earth,7.919524047,475.1714428170733,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3702321,(2014 YF),1.3452480711866268e-05
262,3447920-(2009 DF1),0,201.6299194428,450.8582061718,1995-02-15,1995-02-15 22:36:00,Earth,2.1643758564,129.862551382525,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3447920,(2009 DF1),3.5383629428017583e-05
263,3426410-(2008 QV11),0,167.7084621628,375.0075217981,1995-02-15,1995-02-15 02:15:00,Earth,20.0192419611,1201.1545176681234,Near Earth asteroid orbits similar to that of 2062 Aten,3426410,(2008 QV11),2.9430821048351907e-05
264,3666785-(2014 FP47),0,92.1626548503,206.0819612321,1995-02-15,1995-02-15 18:33:00,Earth,8.5268559444,511.6113566616,An asteroid orbit contained entirely within the orbit of the Eart,3666785,(2014 FP47),1.6173439117257888e-05
265,3719196-(2015 JR1),0,16.0160337979,35.8129403019,1995-02-15,1995-02-15 06:13:00,Earth,4.6554785934,279.3287156014383,Near Earth asteroid orbits similar to that of 1221 Amor,3719196,(2015 JR1),2.810621590166379e-06
266,3610026-(2012 TB53),0,63.7609789875,142.5738833281,1995-02-15,1995-02-15 18:07:00,Earth,7.9199338078,475.19602847034,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3610026,(2012 TB53),1.1189286087592216e-05
267,3989296-(2020 BK13),0,5.4119649666,12.1015215572,1995-02-15,1995-02-15 03:10:00,Earth,19.4732712844,1168.39627706358,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989296,(2020 BK13),9.497348577303406e-07
268,2306462-306462 (1999 RC32),0,530.3407233187,1185.8779085771,1995-02-16,1995-02-16 18:35:00,Earth,16.7314553517,1003.8873211019768,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2306462,306462 (1999 RC32),9.306842792160571e-05
269,3371672-(2007 FJ1),0,46.1907460282,103.2856480504,1995-02-16,1995-02-16 13:12:00,Earth,14.5882415865,875.29449519033,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3371672,(2007 FJ1),8.105921209417674e-06
270,3448109-(2009 DB12),0,139.4938229344,311.9176705226,1995-02-16,1995-02-16 01:05:00,Earth,28.2415483514,1694.4929010867234,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3448109,(2009 DB12),2.447949070182075e-05
271,3423827-(2008 PR9),0,92.1626548503,206.0819612321,1995-02-16,1995-02-16 16:11:00,Earth,16.2996226511,977.9773590635584,Near Earth asteroid orbits similar to that of 1221 Amor,3423827,(2008 PR9),1.6173439117257888e-05
272,3740929-(2016 BW14),0,18.388867207,41.1187571041,1995-02-16,1995-02-16 21:47:00,Earth,10.4619265877,627.7155952649767,Near Earth asteroid orbits similar to that of 2062 Aten,3740929,(2016 BW14),3.22702535740857e-06
273,3752430-(2016 HD3),0,6.676594135,14.9293183439,1995-02-16,1995-02-16 04:59:00,Earth,5.4687564032,328.1253841928184,Near Earth asteroid orbits similar to that of 1221 Amor,3752430,(2016 HD3),1.1716620894600534e-06
274,2192642-192642 (1999 RD32),1,1460.6796427136,3266.1789744576,1995-02-13,1995-02-13 07:58:00,Earth,33.9317110082,2035.90266048993,Near Earth asteroid orbits similar to that of 2062 Aten,2192642,192642 (1999 RD32),0.0002563317355562392
275,3836139-(2018 VA6),0,9.0814454086,20.3067292676,1995-02-13,1995-02-13 08:00:00,Earth,13.3856782032,803.1406921897566,Near Earth asteroid orbits similar to that of 2062 Aten,3836139,(2018 VA6),1.5936846074085702e-06
276,3656792-(2014 BA3),0,6.0891262211,13.6157001539,1995-02-13,1995-02-13 12:12:00,Earth,6.0259259652,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3656792,(2014 BA3),1.0685685256553133e-06
277,3799861-(2018 EZ2),0,12.7219878539,28.4472296503,1995-02-13,1995-02-13 23:47:00,Earth,17.8763553959,1072.58132375622,Near Earth asteroid orbits similar to that of 2062 Aten,3799861,(2018 EZ2),2.2325560861952595e-06
278,3836049-(2018 VX1),0,8.4053340207,18.7948982439,1995-02-13,1995-02-13 20:20:00,Earth,13.4666716675,808.0003000488833,Near Earth asteroid orbits similar to that of 1221 Amor,3836049,(2018 VX1),1.4750351784570712e-06
279,3798979-(2018 BR6),0,14.6067964271,32.6617897446,1995-02-13,1995-02-13 01:14:00,Earth,17.715238164,1062.9142898403184,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3798979,(2018 BR6),2.5633173555642756e-06
280,3776011-(2017 MZ2),0,20.1629919443,45.0858206172,1995-02-13,1995-02-13 16:36:00,Earth,13.4239826447,805.4389586795883,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3776011,(2017 MZ2),3.5383629428033276e-06
281,3402249-(2008 CK70),0,27.8326768072,62.2357573367,1995-02-14,1995-02-14 01:53:00,Earth,8.4443752677,506.6625160606183,Near Earth asteroid orbits similar to that of 2062 Aten,3402249,(2008 CK70),4.884300528700361e-06
282,2162015-162015 (1994 TF2),0,384.1978910643,859.0926012318,1995-02-14,1995-02-14 00:23:00,Earth,16.820418964,1009.2251378385968,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2162015,162015 (1994 TF2),6.742211593406059e-05
283,3843369-(2019 OS1),0,96.5061469579,215.7943048444,1995-02-14,1995-02-14 20:01:00,Earth,11.2628643232,675.7718593901816,Near Earth asteroid orbits similar to that of 1221 Amor,3843369,(2019 OS1),1.69356698198399e-05
284,3892166-(2019 UP13),0,53.0340723319,118.5877908577,1995-02-14,1995-02-14 08:40:00,Earth,20.4659421992,1227.9565319493963,An asteroid orbit contained entirely within the orbit of the Eart,3892166,(2019 UP13),9.306842792159787e-06
285,3757202-(2016 PP27),0,50.6471458835,113.2504610618,1995-02-26,1995-02-26 10:32:00,Earth,14.1517345446,849.1040726751834,An asteroid orbit contained entirely within the orbit of the Eart,3757202,(2016 PP27),8.887965865782451e-06
286,3799683-(2018 DC),0,30.5179232594,68.2401509401,1995-02-26,1995-02-26 23:49:00,Earth,11.5355023458,692.1301407470467,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3799683,(2018 DC),5.355529033126667e-06
287,2334412-334412 (2002 EZ2),0,242.4124811008,542.0507863358,1995-02-26,1995-02-26 06:20:00,Earth,7.3360990579,440.165943472745,Near Earth asteroid orbits similar to that of 1221 Amor,2334412,334412 (2002 EZ2),4.254047922899074e-05
288,2340291-340291 (2006 CV),0,291.4439045349,651.6883821679,1995-02-26,1995-02-26 05:33:00,Earth,16.0048924285,960.2935457087332,An asteroid orbit contained entirely within the orbit of the Eart,2340291,340291 (2006 CV),5.114490520859363e-05
289,3989242-(2020 BN10),1,171.0625637514,382.5075209536,1995-02-26,1995-02-26 03:06:00,Earth,16.0719798098,964.3187885908268,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989242,(2020 BN10),3.0019425596735207e-05
290,3766034-(2016 XQ23),0,581.5070396458,1300.2892700427,1995-02-24,1995-02-24 16:10:00,Earth,10.6718263642,640.3095818513767,Near Earth asteroid orbits similar to that of 1221 Amor,3766034,(2016 XQ23),0.00010204750196536651
291,3627010-(2013 CL129),0,5.5533491158,12.4176661257,1995-02-24,1995-02-24 15:04:00,Earth,12.2801695833,736.8101749992717,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3627010,(2013 CL129),9.745460779861874e-07
292,3031176-(2000 EB14),0,63.7609789875,142.5738833281,1995-02-24,1995-02-24 18:46:00,Earth,29.9575051775,1797.4503106518416,Near Earth asteroid orbits similar to that of 2062 Aten,3031176,(2000 EB14),1.1189286087592216e-05
293,3989653-(2020 CJ1),0,44.9940386047,100.6097289024,1995-02-24,1995-02-24 05:09:00,Earth,3.6067025449,216.40215269459668,Near Earth asteroid orbits similar to that of 2062 Aten,3989653,(2020 CJ1),7.895913428221629e-06
294,3599543-(2012 DQ8),0,146.0679642714,326.6178974458,1995-02-25,1995-02-25 01:37:00,Earth,17.1644285178,1029.8657110662184,An asteroid orbit contained entirely within the orbit of the Eart,3599543,(2012 DQ8),2.563317355562706e-05
295,3736504-(2015 XN261),0,15.2951935344,34.201092472,1995-02-25,1995-02-25 11:14:00,Earth,4.7740040353,286.4402421186867,Near Earth asteroid orbits similar to that of 1221 Amor,3736504,(2015 XN261),2.684122780725161e-06
296,3771019-(2017 ED3),0,38.4197891064,85.9092601232,1995-02-25,1995-02-25 00:26:00,Earth,4.3442246652,260.6534799130567,An asteroid orbit contained entirely within the orbit of the Eart,3771019,(2017 ED3),6.742211593407628e-06
297,3843177-(2019 NW3),0,63.7609789875,142.5738833281,1995-02-25,1995-02-25 18:50:00,Earth,15.6983661426,941.9019685577332,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3843177,(2019 NW3),1.1189286087592216e-05
298,3986764-(2020 BM1),0,20.7469842192,46.3916670422,1995-02-25,1995-02-25 12:08:00,Earth,9.8624570411,591.7474224678584,Near Earth asteroid orbits similar to that of 2062 Aten,3986764,(2020 BM1),3.640846573708994e-06
299,3646046-(2013 QU1),1,146.0679642714,326.6178974458,1995-02-22,1995-02-22 07:01:00,Earth,19.2231654576,1153.3899274572,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3646046,(2013 QU1),2.563317355562706e-05
300,3780693-(2017 PZ26),0,11.0803882126,24.7765012606,1995-02-22,1995-02-22 06:32:00,Earth,7.1641480595,429.84888357232495,Near Earth asteroid orbits similar to that of 1221 Amor,3780693,(2017 PZ26),1.9444750636163868e-06
301,3840126-(2018 PM28),0,19.2555078188,43.0566244241,1995-02-22,1995-02-22 16:00:00,Earth,3.559962966,213.5977779577317,Near Earth asteroid orbits similar to that of 1221 Amor,3840126,(2018 PM28),3.379110377028724e-06
302,3005973-(1995 CR),1,121.4940407996,271.6689340891,1995-02-22,1995-02-22 11:34:00,Earth,28.4189571094,1705.1374265632985,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3005973,(1995 CR),2.1320745101954168e-05
303,3348144-(2006 TL),0,44.1118199997,98.6370281305,1995-02-22,1995-02-22 13:38:00,Earth,17.5649076529,1053.8944591753434,An asteroid orbit contained entirely within the orbit of the Eart,3348144,(2006 TL),7.741094657863757e-06
304,3660308-(2014 BR57),0,44.1118199997,98.6370281305,1995-02-22,1995-02-22 06:00:00,Earth,10.5515197723,633.0911863350967,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3660308,(2014 BR57),7.741094657863757e-06
305,2200840-200840 (2001 XN254),1,802.7031672829,1794.8988477988,1995-02-23,1995-02-23 06:22:00,Earth,10.0294124178,601.7647450655517,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2200840,200840 (2001 XN254),0.00014086476595501492
306,3726012-(2015 PS228),0,4.6190746028,10.328564805,1995-02-23,1995-02-23 18:52:00,Earth,10.6105246542,636.6314792500267,Near Earth asteroid orbits similar to that of 1221 Amor,3726012,(2015 PS228),8.105921209386281e-07
307,3664086-(2014 EC49),0,53.0340723319,118.5877908577,1995-02-23,1995-02-23 08:07:00,Earth,20.7028686255,1242.17211752718,An asteroid orbit contained entirely within the orbit of the Eart,3664086,(2014 EC49),9.306842792159787e-06
308,2216985-216985 (2000 QK130),1,160.1603379786,358.1294030194,1995-02-23,1995-02-23 18:22:00,Earth,17.947262088,1076.8357252779,Near Earth asteroid orbits similar to that of 1221 Amor,2216985,216985 (2000 QK130),2.810621590169518e-05
309,2455594-455594 (2004 SV55),0,699.1252322458,1563.2915440869,1995-02-23,1995-02-23 15:11:00,Earth,37.6101691531,2256.6101491847467,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2455594,455594 (2004 SV55),0.0001226880822545048
310,3404525-(2008 EJ),0,291.4439045349,651.6883821679,1995-02-23,1995-02-23 00:11:00,Earth,28.810387646,1728.6232587603668,Near Earth asteroid orbits similar to that of 2062 Aten,3404525,(2008 EJ),5.114490520859363e-05
311,3799830-(2018 ES1),0,11.6025908209,25.9441817907,1995-02-23,1995-02-23 15:05:00,Earth,14.9956368105,899.7382086294833,An asteroid orbit contained entirely within the orbit of the Eart,3799830,(2018 ES1),2.0361153500784804e-06
312,3627116-(2013 DM1),0,265.8,594.3468684194,1995-02-23,1995-02-23 21:25:00,Earth,27.9375247264,1676.2514835845516,Near Earth asteroid orbits similar to that of 1221 Amor,3627116,(2013 DM1),4.664470792806467e-05
313,3781977-(2017 SV19),0,26.58,59.4346868419,1995-02-20,1995-02-20 22:41:00,Earth,0.681436673,40.886200377388334,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3781977,(2017 SV19),4.664470792803328e-06
314,3264547-(2004 YA5),0,80.2703167283,179.4898847799,1995-02-20,1995-02-20 22:25:00,Earth,18.0944504784,1085.6670287023733,Near Earth asteroid orbits similar to that of 1221 Amor,3264547,(2004 YA5),1.408647659550306e-05
315,3368184-(2007 CA27),0,146.0679642714,326.6178974458,1995-02-20,1995-02-20 01:08:00,Earth,17.3399436264,1040.3966175859134,Near Earth asteroid orbits similar to that of 2062 Aten,3368184,(2007 CA27),2.563317355562706e-05
316,3625940-(2013 CL22),0,30.5179232594,68.2401509401,1995-02-20,1995-02-20 18:14:00,Earth,13.4359250562,806.1555033714667,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3625940,(2013 CL22),5.355529033126667e-06
317,3744785-(2016 CL264),1,366.9061375314,820.4270648822,1995-02-20,1995-02-20 13:12:00,Earth,21.7309566082,1303.8573964925283,Near Earth asteroid orbits similar to that of 1221 Amor,3744785,(2016 CL264),6.438762085090253e-05
318,2152685-152685 (1998 MZ),1,384.1978910643,859.0926012318,1995-02-20,1995-02-20 09:39:00,Earth,18.8746964548,1132.4817872898534,Near Earth asteroid orbits similar to that of 2062 Aten,2152685,152685 (1998 MZ),6.742211593406059e-05
319,2326386-326386 (2001 OA14),0,530.3407233187,1185.8779085771,1995-02-20,1995-02-20 09:36:00,Earth,21.8388396327,1310.33037796398,Near Earth asteroid orbits similar to that of 1221 Amor,2326386,326386 (2001 OA14),9.306842792160571e-05
320,3638380-(2013 JL22),1,146.0679642714,326.6178974458,1995-02-20,1995-02-20 06:47:00,Earth,18.2886298538,1097.3177912258818,Near Earth asteroid orbits similar to that of 2062 Aten,3638380,(2013 JL22),2.563317355562706e-05
321,2526826-526826 (2007 CA27),0,146.0679642714,326.6178974458,1995-02-20,1995-02-20 01:08:00,Earth,17.3399435263,1040.3966115770816,An asteroid orbit contained entirely within the orbit of the Eart,2526826,526826 (2007 CA27),2.563317355562706e-05
322,2303450-303450 (2005 BY2),1,211.1324447897,472.1064988055,1995-02-21,1995-02-21 04:07:00,Earth,6.5617579266,393.70547559612,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2303450,303450 (2005 BY2),3.705120850773034e-05
323,3596492-(2012 BV61),0,24.2412481101,54.2050786336,1995-02-21,1995-02-21 15:03:00,Earth,10.5124589424,630.7475365413534,Near Earth asteroid orbits similar to that of 1221 Amor,3596492,(2012 BV61),4.254047922900644e-06
324,3743607-(2016 CV193),0,80.2703167283,179.4898847799,1995-02-21,1995-02-21 21:43:00,Earth,5.279469911,316.768194661595,An asteroid orbit contained entirely within the orbit of the Eart,3743607,(2016 CV193),1.408647659550306e-05
325,3744694-(2016 DH),0,8.4053340207,18.7948982439,1995-02-21,1995-02-21 22:16:00,Earth,5.439276664,326.35659984139835,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3744694,(2016 DH),1.4750351784570712e-06
326,3770349-(2017 EU),0,231.5021222103,517.6544821978,1995-02-21,1995-02-21 14:17:00,Earth,24.5854821807,1475.1289308400983,Near Earth asteroid orbits similar to that of 1221 Amor,3770349,(2017 EU),4.062584226948674e-05
327,2311554-311554 (2006 BQ147),0,483.6764882185,1081.533506775,1995-02-21,1995-02-21 17:29:00,Earth,15.474761059,928.48566353814,Near Earth asteroid orbits similar to that of 1221 Amor,2311554,311554 (2006 BQ147),8.487941506631611e-05
328,2267136-267136 (2000 EF104),0,441.1181999969,986.3702813054,1995-02-21,1995-02-21 04:17:00,Earth,16.1803917206,970.8235032332934,Near Earth asteroid orbits similar to that of 2062 Aten,2267136,267136 (2000 EF104),7.741094657866897e-05
329,3360486-(2006 WE4),0,441.1181999969,986.3702813054,1995-02-21,1995-02-21 15:44:00,Earth,15.1061401776,906.3684106577034,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3360486,(2006 WE4),7.741094657866897e-05
330,3656919-(2014 BG3),0,160.1603379786,358.1294030194,1995-02-21,1995-02-21 12:08:00,Earth,20.3431731991,1220.5903919469968,An asteroid orbit contained entirely within the orbit of the Eart,3656919,(2014 BG3),2.810621590169518e-05
331,3803762-(2018 GY4),0,421.2646105562,941.9763057186,1995-02-21,1995-02-21 12:54:00,Earth,29.7324258494,1783.9455509641266,Near Earth asteroid orbits similar to that of 2062 Aten,3803762,(2018 GY4),7.392688005953539e-05
332,3989652-(2020 CH1),0,21.5255856699,48.1326728134,1995-02-21,1995-02-21 22:15:00,Earth,6.9980827579,,Near Earth asteroid orbits similar to that of 1221 Amor,3989652,(2020 CH1),3.7774817778527704e-06
